Id,closnesscentrality,betweenesscentrality,Degree,eigencentrality,shellIndex
11174,0.185095,22468,3,0.000335,2
190,0.181213,26932.407794,5,0.000554,3
8708,0.217657,97986.348923,5,0.000952,3
8670,0.173618,9169.413489,5,0.000541,3
3490,0.189481,76448.740876,7,0.000799,3
6624,0.168006,11057.430728,7,0.000743,3
18177,0.156457,491.916835,4,0.000435,3
191,0.208985,16422.738669,28,0.005986,11
18483,0.211686,71627.450759,33,0.005484,11
10865,0.204919,3235.127235,8,0.001848,8
14136,0.212242,5876.532056,18,0.005033,11
1483,0.20963,25551.097588,35,0.0069,11
3993,0.23682,196634.492498,34,0.010635,11
3769,0.245445,225404.684767,17,0.00705,11
12140,0.209472,42570.387387,8,0.002004,7
16814,0.215437,19157.221858,22,0.005006,11
1834,0.206572,853.731061,14,0.002874,11
16016,0.205017,1234.339534,16,0.003039,11
6550,0.246614,351112.956848,31,0.00934,11
20522,0.192799,26.179387,9,0.001727,9
6528,0.188912,13892.250421,7,0.001368,6
13750,0.208193,759.437309,12,0.003605,11
4072,0.2135,9570.604096,19,0.004764,11
14483,0.176513,0,4,0.000819,4
10351,0.200894,4185.843374,17,0.004258,11
302,0.206998,690.328228,13,0.003692,11
7090,0.207061,702.941129,16,0.004121,11
9596,0.209638,1807.607062,13,0.004382,11
8621,0.216088,21462.032715,23,0.005421,11
4262,0.19239,0.162338,7,0.001452,7
2089,0.207346,603.568245,13,0.003773,11
18201,0.210498,85634.61596,24,0.006307,18
4319,0.204498,14158.567226,19,0.00322,11
18353,0.196781,1706.198706,15,0.002653,11
14118,0.20366,0.167832,6,0.001285,6
192,0.180145,0,1,0.000143,1
19631,0.219726,88004.637366,14,0.002307,5
193,0.217695,2365.388317,3,0.001398,3
1370,0.249719,185981.447269,33,0.01179,13
6115,0.261249,1235317.176103,43,0.050328,16
14383,0.257006,364999.571638,78,0.028042,18
35,0.201308,19987.11773,6,0.000871,4
21424,0.198468,6622.447933,4,0.000639,4
8957,0.230473,195075.971753,39,0.006631,9
19901,0.184751,26876.48196,6,0.000771,4
2686,0.197479,59405.402351,8,0.001044,4
7087,0.242677,483555.178152,25,0.004715,9
7898,0.171902,0,3,0.000346,3
195,0.211716,304.183591,5,0.001106,5
18087,0.217736,9653.830021,19,0.004027,12
18097,0.250493,628705.902191,37,0.023547,11
4393,0.217445,6595.621226,13,0.002397,8
14259,0.214062,38841.863686,34,0.006611,12
196,0.226488,2483.04872,35,0.016234,25
21674,0.213015,2915.666731,27,0.010024,22
7362,0.274897,1806777.459341,181,0.086668,25
2405,0.228135,4934.518679,40,0.01657,25
1960,0.235514,25811.09914,46,0.019499,25
5562,0.232779,75370.940367,71,0.026916,25
659,0.21661,2516.716236,24,0.009524,21
5580,0.229166,61469.589103,73,0.025112,25
16153,0.223048,4995.533446,36,0.014361,25
11166,0.228497,9771.255069,54,0.021403,25
12039,0.2466,211734.852004,93,0.038865,25
15506,0.228646,14307.371951,61,0.022353,25
8691,0.230277,17277.776677,63,0.023946,25
4071,0.244061,80681.351663,63,0.02707,25
19767,0.24408,185102.483198,54,0.023741,25
20444,0.222935,13683.942118,50,0.018226,25
22041,0.221444,15114.205572,52,0.018608,25
10553,0.204252,86.284006,36,0.013895,25
13478,0.231332,133431.481166,86,0.026098,25
3678,0.243382,232858.597265,65,0.026123,25
20699,0.225622,108071.73745,61,0.021854,25
478,0.2335,87412.109548,80,0.028755,25
13929,0.217913,2611.399288,38,0.015781,25
18126,0.220107,6388.687857,53,0.020125,25
5496,0.261733,509045.399325,81,0.063922,25
12183,0.241789,192861.065767,43,0.019462,25
16028,0.225844,23544.152311,64,0.022702,25
3451,0.250812,390325.554595,90,0.033518,25
2644,0.226889,51014.575394,67,0.023195,25
18701,0.23102,54829.910527,73,0.025674,25
9731,0.209883,1807.223238,30,0.011679,24
4483,0.216406,24517.665212,43,0.01667,25
6608,0.230697,27737.373067,62,0.023994,25
21784,0.251,177755.024352,34,0.016057,13
11721,0.23426,159316.758772,13,0.005209,6
12135,0.246693,6136.893053,44,0.05809,29
5938,0.220261,29.060584,5,0.0044,5
14875,0.239936,6951.457541,38,0.041914,27
11363,0.248071,91841.449381,64,0.063425,27
16778,0.244808,16207.446272,24,0.030357,17
14341,0.252047,7339.861479,21,0.040181,16
1025,0.25125,70745.359802,69,0.065216,27
10702,0.23436,6246.014848,8,0.011244,7
20252,0.246714,18083.898919,35,0.093323,28
614,0.256466,27144.866466,78,0.137084,33
2186,0.227666,420.516979,12,0.008581,9
7083,0.251576,2428.717269,16,0.032138,15
1914,0.218983,429.480023,10,0.00533,9
12665,0.220271,48.896915,8,0.005522,8
13441,0.264737,376376.720964,99,0.110411,32
8905,0.261858,38585.108522,16,0.03358,11
1683,0.232099,2961.537258,25,0.0189,20
21895,0.221815,47445.089412,11,0.004938,9
22008,0.230166,892.218575,24,0.027084,20
9972,0.248049,7036.606801,51,0.072225,29
17940,0.234666,7409.156169,9,0.013345,8
3867,0.244856,14932.858826,44,0.048223,23
17051,0.258615,65532.730785,52,0.068375,27
13106,0.24149,3540.818036,18,0.029265,13
2583,0.222017,435.601923,9,0.005306,8
20173,0.258949,83593.389973,52,0.062969,27
13709,0.221509,647.27261,14,0.006207,9
5019,0.24723,17479.91425,54,0.068298,29
2461,0.251931,51296.197324,72,0.094356,29
2078,0.266448,221711.512557,107,0.128681,32
5931,0.230697,335.906593,27,0.021646,23
10781,0.235181,11398.013789,28,0.019362,15
12598,0.238963,35294.522894,16,0.022433,12
12621,0.2185,7.524866,3,0.002888,3
5451,0.264805,26059.767729,81,0.169627,34
9356,0.241938,6433.415025,43,0.050136,27
21820,0.218078,12762.20555,4,0.002026,3
6750,0.231854,25240.424441,13,0.012412,8
12714,0.247235,8474.808115,40,0.05184,23
1068,0.238368,45628.419445,25,0.019031,15
6175,0.242504,10929.121164,47,0.064959,29
5361,0.254598,62392.844191,58,0.068245,27
18677,0.261818,52517.534816,58,0.110734,29
18963,0.218747,5.265973,8,0.004634,8
20156,0.237468,14489.994392,28,0.022192,20
1330,0.259152,81589.613717,70,0.083106,27
9910,0.26659,429266.221956,74,0.113371,27
4873,0.25473,40381.851973,14,0.015061,8
11401,0.249331,5428.221249,58,0.160103,41
11231,0.273017,267476.660408,76,0.117721,31
9117,0.237807,2668.011247,37,0.043031,27
9636,0.237441,53378.669856,11,0.006241,8
18913,0.240107,66515.29876,33,0.026169,16
21838,0.261544,34075.076756,67,0.153411,33
17780,0.267967,257310.342756,152,0.180688,32
17221,0.234321,35267.509695,22,0.009233,11
15721,0.228555,1391.883489,23,0.013247,15
16746,0.260133,16083.401551,59,0.133587,33
19137,0.258743,56573.980839,79,0.094979,28
7453,0.221291,67.658557,8,0.004956,8
11336,0.2572,25821.802383,18,0.035414,16
5843,0.257344,61945.083909,34,0.042769,19
6551,0.238274,2667.022355,63,0.061401,29
3382,0.231885,2550.98268,30,0.022126,21
16869,0.278492,1246866.942491,288,0.298721,38
16220,0.220075,107.566762,12,0.00637,9
12899,0.243635,28349.341576,10,0.010272,8
14661,0.230612,9151.570189,14,0.008528,9
15481,0.271466,45073.561048,62,0.099844,32
13476,0.221361,2744.505189,12,0.006419,9
12269,0.248978,27997.716751,53,0.077141,29
6473,0.269668,34654.81499,48,0.110689,30
338,0.228072,454.293282,12,0.008929,9
10364,0.251444,370286.14965,54,0.026439,15
4112,0.244489,7315.508108,57,0.071119,29
20559,0.274769,488167.744672,146,0.203626,34
18734,0.22057,147.562688,10,0.006742,9
2991,0.245533,26097.907979,43,0.050131,29
11430,0.244037,11717.4289,82,0.089032,29
863,0.248295,114686.826044,36,0.013843,13
18454,0.244016,57846.452639,64,0.054611,27
17197,0.259502,35815.969053,58,0.091383,29
18810,0.235295,38240.489345,16,0.006018,8
21385,0.232512,1218.53968,30,0.03494,25
14842,0.230901,5966.250616,21,0.009708,17
10208,0.246093,12033.732052,55,0.054329,27
198,0.203279,0,7,0.000939,7
14041,0.203847,105.545128,8,0.001055,7
6031,0.203847,105.545128,8,0.001055,7
10249,0.245531,79666.286522,8,0.003391,7
11921,0.224863,35484.273237,14,0.002621,7
16693,0.203847,105.545128,8,0.001055,7
759,0.203847,105.545128,8,0.001055,7
2365,0.220717,33058.168722,16,0.005017,7
199,0.21298,70222.876726,9,0.001342,4
6667,0.233524,70344.493253,14,0.003583,7
21821,0.198001,5253.499318,7,0.000916,4
16844,0.175586,0,1,0.000124,1
2169,0.211316,0,2,0.000579,2
14202,0.200266,4895.023207,6,0.000838,4
5153,0.175586,0,1,0.000124,1
680,0.175586,0,1,0.000124,1
15917,0.212597,4641.862366,4,0.000824,4
200,0.249981,33903.198061,6,0.005368,4
15576,0.199989,0,1,0.000156,1
12210,0.209947,40.515051,2,0.00051,2
15703,0.249542,29475.78805,6,0.005047,4
201,0.211948,26045.494327,7,0.001123,5
20070,0.218292,21135.813236,12,0.002119,7
2419,0.198173,3081.926337,8,0.001547,7
18180,0.231358,31878.218935,10,0.002928,7
7048,0.243392,76496.38628,31,0.01265,18
22199,0.187836,162.966354,2,0.000267,2
1863,0.180546,60.684884,2,0.000253,2
202,0.215606,0,2,0.002235,2
15259,0.258175,98965.6834,20,0.018034,11
203,0.215161,2811.729729,19,0.007445,15
12894,0.218277,831.999093,11,0.005245,11
19139,0.202361,1635.521242,6,0.001608,5
18056,0.219088,459741.859851,117,0.02184,16
13825,0.214127,18261.332343,40,0.01088,15
8999,0.241166,96246.487325,58,0.020592,22
212,0.238674,662380.933244,133,0.032666,16
6164,0.224508,39867.464813,49,0.01412,16
2664,0.239733,647446.399131,113,0.026746,16
9138,0.244173,481188.790188,92,0.028653,22
8095,0.214757,8878.375595,29,0.009105,16
14257,0.219484,83585.726574,76,0.017831,16
20848,0.218118,29787.901383,42,0.012302,16
12001,0.217676,28440.747943,44,0.011738,16
1582,0.205561,1737.569106,32,0.009801,15
2482,0.205851,3020.686977,16,0.005824,14
3606,0.244093,311592.475626,104,0.030414,22
2651,0.264974,2050848.470024,132,0.054278,22
12575,0.218432,30054.561037,19,0.004666,11
6892,0.211533,4721.701699,43,0.012162,16
204,0.152934,15630.285629,4,0.00042,3
18735,0.165162,123398.460037,8,0.0008,3
17595,0.177043,60032.51923,3,0.000359,3
12123,0.143175,0.25,3,0.000326,3
2070,0.13265,0.25,2,0.00021,2
205,0.217033,26424.025086,17,0.003531,9
12667,0.205809,4127.594952,10,0.001963,9
11152,0.216235,7574.165241,10,0.002378,9
5072,0.216204,7305.657831,9,0.001526,7
17512,0.24754,53933.670494,30,0.099328,26
227,0.232733,103770.523235,31,0.007246,9
970,0.194522,36531.92046,7,0.000949,4
3251,0.220159,27227.582036,11,0.00246,9
20694,0.230213,66016.533236,22,0.005092,9
22331,0.228918,17012.796015,9,0.003699,7
8143,0.210008,6259.042977,10,0.001956,8
649,0.20557,868.48773,4,0.001018,4
13630,0.220477,87397.723176,27,0.004988,9
7367,0.241361,201562.40234,36,0.009389,9
15987,0.204876,3153.331558,18,0.002744,9
7291,0.224396,27010.233711,13,0.003299,8
206,0.233792,12180.806224,26,0.009002,16
10886,0.239825,46155.391063,43,0.013279,21
19384,0.240555,165954.220967,69,0.019444,21
5343,0.204611,843.246204,13,0.003792,10
11687,0.232452,5612.370947,36,0.01193,21
6373,0.23726,96561.931808,52,0.015552,21
7413,0.214696,3908.13477,14,0.004213,11
20645,0.219357,986.11879,15,0.005176,13
16557,0.227334,12554.590077,46,0.013748,21
16535,0.226276,6710.74539,8,0.002656,8
4711,0.215538,2105.720762,18,0.006173,16
11391,0.229236,1320.632138,14,0.005637,13
14706,0.228841,15891.723493,19,0.006684,16
7677,0.231771,2466.091192,17,0.006386,14
7396,0.22601,3323.860016,8,0.002917,8
207,0.209658,235.995563,4,0.001904,4
14458,0.242538,15841.312482,31,0.048173,18
22329,0.255138,677563.706523,105,0.063951,23
13155,0.228133,43246.414295,14,0.004995,6
8072,0.238958,32433.843792,23,0.023875,15
208,0.187072,4970.572498,3,0.00057,2
21765,0.173058,0,2,0.000263,2
8218,0.227279,25940.341154,39,0.014128,31
21065,0.208062,239531.052102,20,0.002625,5
209,0.182463,35.842456,2,0.000357,2
7150,0.22296,230755.079781,38,0.007091,9
6539,0.200699,4522.502842,7,0.00126,5
210,0.213773,1329.909862,21,0.011841,17
6355,0.211427,774.466353,18,0.00964,16
4484,0.225869,24188.380178,61,0.024959,23
4063,0.216763,10906.340195,56,0.020362,21
15216,0.198943,43.746559,17,0.010838,17
11362,0.215309,3740.45795,9,0.004018,8
17799,0.198029,36.029752,16,0.009631,16
15362,0.22425,49335.380883,120,0.0408,23
14969,0.22359,45449.358236,33,0.014673,18
11769,0.2221,14105.273498,29,0.015285,21
10672,0.220862,5164.60558,45,0.020694,23
4562,0.22014,3988.807974,30,0.015034,20
14335,0.23213,117478.206088,54,0.026272,23
9273,0.222525,16898.486513,64,0.024565,23
211,0.202548,19.308981,3,0.000944,3
21339,0.244056,503928.071945,69,0.016656,12
20244,0.214858,36909.026484,21,0.00516,10
18910,0.213716,14205.188,25,0.007732,15
6710,0.201898,1309.129491,8,0.002687,7
5322,0.220217,5504.780959,16,0.007007,14
6112,0.225524,14493.635029,17,0.007707,14
4790,0.216817,2570.612978,10,0.004135,8
2181,0.202701,55.936818,8,0.00334,8
3319,0.237205,237595.356345,59,0.020646,22
8119,0.222013,331040.961812,36,0.006614,11
6376,0.214389,57112.15447,28,0.008384,15
13652,0.225728,1930.296574,25,0.01184,19
8206,0.220706,2305.346866,14,0.006601,12
1967,0.198318,0,5,0.001939,5
19967,0.212894,8789.467722,17,0.005542,13
6047,0.216167,1259.30543,7,0.002134,7
2976,0.212966,704.950192,12,0.004918,12
2344,0.216023,3917.09293,17,0.006701,13
19871,0.213679,822.078087,10,0.003821,10
9769,0.214559,16305.259876,31,0.009623,15
20841,0.219941,2175.917695,10,0.004633,10
3156,0.20628,392.663037,14,0.005519,13
6208,0.221953,9828.429802,21,0.009558,16
17396,0.210731,1463.677579,19,0.006595,14
16587,0.213569,39841.724377,20,0.005969,13
20086,0.220652,31160.098379,28,0.008892,13
19198,0.244096,39240.803258,6,0.004668,6
12075,0.222893,74831.602082,43,0.010467,13
13976,0.213944,35794.123738,31,0.009981,16
10960,0.223572,12713.593019,25,0.009976,16
9915,0.193199,0,3,0.001363,3
7776,0.250695,495999.202815,47,0.015293,15
10306,0.212994,69876.409292,14,0.003241,7
4636,0.211084,16.203632,3,0.001736,3
1236,0.213104,3534.932631,7,0.002992,7
20036,0.219,17608.432032,19,0.005471,13
21592,0.206906,179.369108,5,0.001997,5
15606,0.218702,197849.46734,50,0.010268,13
2808,0.211101,1088.04403,5,0.00205,5
12786,0.215516,7722.458692,20,0.007344,13
16184,0.211894,3641.693,9,0.002576,7
9183,0.198391,33.765046,6,0.002126,6
4819,0.222496,130646.872968,39,0.010623,15
7511,0.224331,23796.563016,18,0.006189,13
2286,0.219163,3222.397061,20,0.007474,14
11747,0.195769,26015.762873,9,0.00226,7
14219,0.240302,56220.86099,56,0.020169,22
21043,0.207929,14285.278148,11,0.003903,10
18325,0.216015,5061.858714,25,0.00972,16
8568,0.246265,344721.846155,32,0.013606,16
1422,0.203719,371.543492,11,0.004846,11
21045,0.2136,756.720443,6,0.003844,6
15178,0.198693,177.01882,6,0.002411,6
11482,0.222037,33531.088344,28,0.008818,14
13814,0.207466,43541.828972,18,0.004386,11
7979,0.217279,87095.784154,41,0.00954,13
647,0.220594,11679.921141,27,0.009197,15
10788,0.202822,47.250232,11,0.003714,11
12882,0.196684,352.408764,6,0.001614,5
4128,0.215664,4911.753081,17,0.006406,12
4065,0.222529,3694.121651,12,0.005126,11
17594,0.192912,1722.806652,4,0.001518,4
9277,0.212419,3765.928126,5,0.002571,4
15430,0.225976,12301.823199,32,0.013776,19
20108,0.218511,24486.247111,14,0.004652,8
12163,0.213777,27251.612278,22,0.006724,14
4236,0.214951,9972.596846,22,0.007838,15
13831,0.218156,7011.098599,29,0.008861,15
12730,0.261325,792500.373703,75,0.027802,22
837,0.198235,0,3,0.001429,3
12536,0.227652,32439.466535,39,0.012065,16
8329,0.238557,40053.841306,58,0.022394,22
10284,0.201934,3725.468937,11,0.003482,8
16106,0.233057,115761.9,84,0.0267,22
7369,0.212916,258.212588,8,0.003456,8
3466,0.223606,11300.782637,26,0.007697,13
16998,0.203062,193.338278,9,0.003125,8
15182,0.22091,648.290838,12,0.005841,12
12739,0.202433,1186.566521,14,0.005131,12
12456,0.228177,138526.337483,29,0.006896,12
15547,0.212803,1180.920256,8,0.004105,7
19487,0.2179,6124.280358,9,0.003759,8
8956,0.203435,451.986893,8,0.00298,7
14580,0.234196,189379.82685,35,0.011115,13
2753,0.198994,40.886257,6,0.00226,6
16019,0.201204,6677.449764,15,0.003131,8
9181,0.216656,49041.62312,16,0.005177,11
14662,0.229596,17803.634092,18,0.005763,11
15714,0.220436,170474.187419,63,0.012631,13
12555,0.224116,32063.832255,35,0.011012,16
18072,0.213314,2051.724532,19,0.006964,15
8868,0.205071,11255.410934,17,0.005761,12
20729,0.198605,0,3,0.001701,3
14504,0.209889,1388.178439,5,0.002033,5
8099,0.224318,30094.172354,27,0.00684,13
20178,0.211974,14751.938625,47,0.011978,16
18170,0.258255,934931.929699,74,0.030949,22
10730,0.211962,4943.899371,28,0.009582,16
16091,0.213314,13367.66693,38,0.009636,16
20046,0.260952,678228.237038,76,0.032789,24
3489,0.217752,20419.292727,18,0.006442,13
10275,0.211796,2601.494385,27,0.007833,15
19936,0.252217,231786.784448,27,0.009315,9
8975,0.194458,28948.993249,14,0.003723,11
11011,0.198463,218.813475,5,0.001428,3
1270,0.219638,13641.137361,23,0.007829,14
10616,0.24975,166065.569528,15,0.006889,12
7651,0.200096,25.717679,7,0.003213,6
5581,0.204651,1667.892462,6,0.002702,6
19083,0.225493,39782.693593,24,0.00873,16
20571,0.225217,18184.73671,21,0.007692,14
1124,0.231622,126809.865107,25,0.008434,12
20158,0.211852,19347.0786,18,0.005274,10
12399,0.252344,33875.07608,14,0.007723,12
7945,0.257962,302984.791758,89,0.04005,24
19292,0.223206,5186.982407,54,0.023271,26
214,0.220235,752.322996,4,0.001039,4
4331,0.214425,3077.895441,6,0.001141,4
1244,0.275187,863956.72841,68,0.022976,14
20159,0.240136,65648.364003,25,0.006599,12
20695,0.243691,23356.223974,26,0.010987,17
215,0.228699,24123.741571,10,0.00316,9
13029,0.223822,39217.176197,27,0.007287,16
14086,0.207439,47.517967,10,0.002758,9
19934,0.229517,7076.353149,17,0.005664,13
17673,0.186133,0,1,0.000146,1
3638,0.190868,2.254222,5,0.002722,5
14471,0.229348,9881.326267,56,0.037728,27
15851,0.209634,2129.924023,17,0.012773,12
10198,0.241529,36369.48839,57,0.034086,25
8292,0.219823,94850.980512,30,0.018276,19
7990,0.210242,184.827106,14,0.007725,14
22100,0.227095,25558.430407,143,0.079113,29
20797,0.200062,140.897191,15,0.013196,14
7860,0.234064,31551.654648,67,0.048869,29
369,0.234837,22870.761476,66,0.04455,29
13866,0.233415,20539.073387,82,0.057628,29
9554,0.25857,1077863.74811,138,0.081422,29
362,0.212722,1129.667392,14,0.009001,13
16427,0.230977,99909.334431,167,0.088391,29
16086,0.232355,32743.088749,40,0.03143,28
3395,0.220429,15467.940843,39,0.029206,25
5821,0.224917,3747.20552,48,0.038627,29
3246,0.253146,140893.384773,55,0.030407,19
21491,0.231575,299684.092445,224,0.099886,29
21907,0.23106,13887.272337,83,0.054696,29
3070,0.234702,415354.279899,226,0.10134,29
6049,0.195594,6.417837,8,0.003958,8
9363,0.235179,171997.106932,168,0.088228,29
7357,0.237589,499407.287071,222,0.107888,29
22110,0.241555,215341.03887,145,0.081925,29
16081,0.218566,1481.993165,24,0.020771,20
21498,0.214466,14552.482923,32,0.020558,22
22065,0.209181,1541.120961,9,0.00646,8
3160,0.256028,362390.722658,105,0.064942,29
3762,0.194944,26.532953,11,0.006277,10
6555,0.218462,1903.559452,22,0.015215,19
7585,0.209593,396.690851,12,0.004937,10
15878,0.223494,29873.26371,88,0.048784,29
4191,0.242827,100628.140187,45,0.022262,19
3499,0.267698,48010.307113,139,0.326626,46
13432,0.244859,22797.036302,46,0.03854,23
21629,0.233604,531.167034,20,0.030794,18
18730,0.224486,2186.696287,13,0.010529,10
4193,0.231208,1307.673762,23,0.020662,18
7562,0.249224,14414.401933,24,0.034058,18
4689,0.262903,24400.552629,66,0.197667,41
1654,0.288849,676160.91304,260,0.536651,46
13316,0.237217,52.092596,11,0.043986,11
15963,0.263242,34305.315049,131,0.317659,46
12496,0.258565,27414.659341,73,0.187834,41
12666,0.259742,127033.328447,97,0.091275,27
15581,0.221065,48.090834,10,0.007621,10
1921,0.267211,47275.441448,102,0.222637,41
22294,0.240164,18019.140924,17,0.017091,13
20762,0.223414,395.047295,13,0.012402,12
8970,0.25196,36043.154919,8,0.018882,7
21192,0.222772,2916.963575,12,0.007253,11
18306,0.244005,599.674349,9,0.023386,9
9371,0.241529,1621.601416,35,0.083344,26
16425,0.225377,334.531433,25,0.015919,22
12868,0.216314,22771.371588,7,0.004343,5
18537,0.253855,37701.139536,46,0.050695,22
12155,0.250711,110080.900671,62,0.048087,16
15076,0.261977,26385.58407,92,0.219293,41
7010,0.26813,61205.76241,18,0.042554,13
12407,0.240143,3374.679438,26,0.031035,21
11901,0.238841,4659.693495,31,0.03028,18
12622,0.237205,4355.114748,29,0.028378,21
13634,0.256373,7299.717599,34,0.080245,24
13458,0.238859,92207.426154,24,0.018966,11
19634,0.246471,16133.329961,24,0.026537,18
19649,0.255489,17355.735669,72,0.169786,41
11059,0.248862,3462.103177,22,0.03772,17
6661,0.236902,17691.649988,46,0.040398,23
7434,0.223888,222.024993,14,0.011961,12
13149,0.232108,596.611406,14,0.016797,12
1387,0.290695,2071683.38523,504,0.80052,46
22369,0.238077,56527.300154,35,0.029781,19
13871,0.224809,366.92321,9,0.009954,9
18704,0.235895,37443.354474,22,0.013733,11
2736,0.219896,56.897219,12,0.009071,12
6422,0.261061,58249.618466,62,0.067684,24
13653,0.247371,36940.654538,18,0.014319,11
14918,0.266872,150948.377628,47,0.082498,22
9557,0.24747,46091.538585,50,0.038614,23
1086,0.230953,47848.204303,10,0.00456,8
20647,0.230413,111.126363,6,0.012452,6
8857,0.236947,67942.978123,53,0.034073,22
16902,0.251486,70498.887607,36,0.044185,17
11716,0.243424,4321.895162,33,0.04944,24
6947,0.22764,149.25866,13,0.012959,13
10809,0.240079,3945.718038,29,0.029666,23
18939,0.244726,213.05365,8,0.01987,8
9736,0.228494,782.683348,28,0.019743,19
22240,0.247794,46108.515519,21,0.024853,12
22241,0.256408,29979.970068,32,0.047772,22
18982,0.23808,50680.313518,40,0.028551,23
13487,0.260695,34272.8701,49,0.076487,25
19319,0.265971,70923.756593,22,0.034434,12
592,0.233728,2215.034844,25,0.023648,18
21085,0.231063,2191.098039,29,0.02781,23
15579,0.235058,3466.602286,18,0.021513,16
21231,0.265877,35110.765691,143,0.350034,46
9118,0.233811,6156.380457,29,0.023039,18
5926,0.256932,60692.405935,25,0.030983,17
6453,0.228811,469.884539,24,0.019513,20
12348,0.253523,96865.252873,27,0.035156,17
21975,0.233306,25567.682273,50,0.024594,29
5539,0.255124,194526.528089,29,0.036172,19
8879,0.24391,9401.646635,50,0.050739,24
4657,0.265971,487059.971048,27,0.032129,11
21259,0.227182,903.570397,22,0.015887,17
2759,0.257395,98637.979573,62,0.065664,22
15980,0.244473,19880.280941,31,0.028484,18
9087,0.259916,135624.533863,21,0.030269,13
22421,0.256856,202079.792702,28,0.016565,13
9943,0.223208,491.049257,7,0.005007,6
218,0.223301,39596.281673,23,0.005178,11
18541,0.203699,3428.847021,12,0.002658,11
10582,0.21102,4143.249547,10,0.002459,9
9606,0.231222,100497.133428,40,0.00876,12
20091,0.209238,4923.808165,19,0.003923,11
2757,0.182541,0,1,0.000191,1
10331,0.227102,56769.351718,32,0.007132,12
15427,0.212622,33888.499501,28,0.005418,12
1636,0.202697,867.994056,11,0.002355,9
11077,0.190288,25.750537,5,0.000974,5
8381,0.260622,239817.479951,56,0.061005,29
11235,0.232958,78878.915386,27,0.006163,12
3729,0.230785,35675.641733,17,0.00574,11
10273,0.224246,33909.079732,30,0.006156,12
3088,0.243685,38566.920775,5,0.003833,5
10085,0.21984,58111.011782,24,0.005489,12
11292,0.218523,13895.906268,21,0.004178,11
219,0.237521,21.230235,6,0.014559,6
3679,0.261316,8318.410424,51,0.136794,32
8700,0.282277,1037090.011007,138,0.249683,41
220,0.185195,7910.513039,5,0.000711,4
217,0.205911,282764.130956,23,0.003087,6
1326,0.162089,9.107757,2,0.000281,2
18938,0.212302,249695.855531,24,0.003163,6
221,0.25207,31246.350203,7,0.00483,5
6065,0.245996,150210.345506,7,0.003215,5
503,0.201324,0,1,0.000154,1
14905,0.258565,577117.849725,28,0.007726,8
11189,0.256273,76811.233497,31,0.050784,19
2047,0.252819,29629.997706,9,0.005165,6
222,0.212815,89.279891,26,0.013385,22
18887,0.228632,70529.235058,80,0.034362,26
7195,0.212644,6327.156409,60,0.021829,26
19703,0.220248,32157.657574,42,0.016577,22
18673,0.225113,69735.571708,35,0.017285,24
12011,0.224913,25759.404507,75,0.030968,26
406,0.259547,846778.844837,142,0.054488,26
15263,0.213716,3972.659096,69,0.024443,26
3999,0.219122,772.616801,26,0.013702,21
4373,0.220215,15505.590828,46,0.021593,26
15970,0.221226,5587.558346,49,0.022996,26
15098,0.224623,8843.347603,65,0.028295,26
5388,0.219411,1638.431635,42,0.020577,26
13122,0.250616,170524.806393,60,0.028715,26
5953,0.213304,747.477172,59,0.02449,26
18086,0.213166,582.377325,25,0.011741,22
223,0.217197,12135.574275,4,0.00169,3
11062,0.256364,39599.045131,74,0.080197,32
14669,0.251833,290925.624297,14,0.004687,7
16263,0.206775,67767.254511,4,0.000537,2
224,0.264596,253750.678267,18,0.017248,11
16120,0.226728,37210.650613,14,0.002633,8
4219,0.218638,56788.054649,25,0.004797,21
3004,0.239943,126726.129846,29,0.012009,9
6199,0.233413,18937.788334,22,0.006274,18
20667,0.218141,6024.449295,6,0.00162,5
20731,0.223055,12468.248741,18,0.005324,11
20810,0.27108,2782792.415637,106,0.030593,15
5201,0.220637,2656.146124,5,0.000999,4
19896,0.243058,45813.4318,28,0.021515,12
225,0.214667,676.784584,4,0.002261,4
6675,0.208384,4134.448558,7,0.002159,4
16022,0.221533,2495.128578,12,0.006455,9
5546,0.230015,23987.933978,25,0.012015,17
226,0.163744,1559.214459,8,0.001051,7
17337,0.163747,1575.505134,9,0.001162,7
9143,0.181352,33573.649949,19,0.002495,8
2056,0.163747,3384.739948,10,0.001292,7
1786,0.149287,13.942424,7,0.000866,6
1929,0.168698,8746.312746,9,0.00116,7
12484,0.163743,1561.667056,8,0.001039,7
14025,0.163744,1559.214459,8,0.001051,7
6558,0.19534,245680.352886,24,0.003157,8
15478,0.237966,90478.451562,20,0.006042,9
12264,0.217411,80065.260452,13,0.002458,7
8036,0.21237,36937.238088,17,0.002729,9
12311,0.207328,4124.154156,10,0.001781,7
13981,0.211752,2087.63195,6,0.00149,5
5422,0.228965,172970.492836,20,0.004718,9
493,0.204735,494.41067,4,0.000707,4
17484,0.200582,630.194542,7,0.001233,6
15158,0.198021,36014.132293,10,0.001382,7
6447,0.23712,75348.346873,20,0.00556,9
11371,0.210856,3275.220329,5,0.001295,4
20584,0.258907,383782.966856,28,0.011799,10
18268,0.205769,5466.31646,7,0.001448,6
2325,0.207508,4489.116451,9,0.001667,7
2618,0.196303,441.29541,5,0.000693,4
15447,0.231747,45409.2366,9,0.002759,5
6261,0.213917,120087.705223,11,0.002295,8
16352,0.208303,6408.931317,3,0.000948,2
11960,0.201838,2017.450561,8,0.001315,7
