Id,closnesscentrality,betweenesscentrality,eigencentrality,Degree
11234,0.206085,251108.683114,0.034031,12
100,0.194417,55117.765083,0.031432,15
9303,0.199692,82154.976636,0.03143,12
3095,0.190932,50887.898734,0.021801,11
33584,0.196162,78268.595447,0.037183,15
47127,0.202909,49485.843696,0.031016,9
44192,0.183185,19282.621468,0.011934,7
29913,0.22026,211060.472658,0.088706,17
30280,0.200097,63870.85237,0.031335,13
2542,0.208239,150136.119498,0.076628,23
14990,0.202639,112999.171125,0.039,14
5445,0.17328,0,0.006486,3
21912,0.188335,16615.808937,0.019876,9
9051,0.197509,77444.718442,0.026398,13
36056,0.194232,33191.06187,0.027502,12
18399,0.200221,112051.719797,0.036712,17
23204,0.185398,5219.308402,0.012122,5
101,0.186958,66373.863996,0.013842,8
43671,0.18092,5080.52116,0.005692,3
8371,0.207901,379777.72645,0.042758,21
5037,0.161476,987.712929,0.002169,2
10452,0.19608,52321.758897,0.023802,11
47507,0.191108,25936.046098,0.014445,7
46738,0.219356,475517.212461,0.095995,26
23236,0.166957,441.094146,0.002879,2
41960,0.18348,35731.892385,0.015726,12
102,0.216409,442001.456504,0.084762,24
31616,0.232301,901917.045006,0.137603,29
22697,0.195729,62980.02723,0.031544,12
32903,0.211078,125728.04833,0.05575,16
657,0.204549,70636.911127,0.044631,13
47350,0.196263,233972.63594,0.032084,17
31537,0.204925,62734.507019,0.044264,11
23041,0.192647,9806.367589,0.016068,4
37493,0.217981,403381.165273,0.116495,34
41013,0.214988,147094.033083,0.07795,17
27709,0.224556,615442.336791,0.122873,32
41226,0.204806,67283.472268,0.045583,14
1330,0.192556,15688.891499,0.025842,8
45587,0.21337,205802.005736,0.073317,19
2713,0.219609,424751.567212,0.097948,26
17700,0.203213,34709.129364,0.068264,16
13911,0.194691,31095.411596,0.020686,9
13008,0.219185,481364.298347,0.097904,27
36239,0.207672,143065.033058,0.051902,17
38947,0.203187,80067.970815,0.064827,17
46660,0.204836,101259.189296,0.052533,19
11262,0.211613,379634.978731,0.053362,20
31540,0.209853,192879.517931,0.103887,27
17171,0.207408,129661.661524,0.041642,12
103,0.180953,9979.089888,0.006218,4
21145,0.191001,109342.566017,0.019131,13
31962,0.18455,6190.836234,0.008915,4
28703,0.200812,140214.241518,0.023812,10
35058,0.205059,281907.374929,0.029089,12
40788,0.199721,106294.521415,0.015862,5
11057,0.186489,121465.116348,0.012675,8
22908,0.194281,107652.451642,0.022154,13
36306,0.169022,14207.294183,0.002685,3
10339,0.200417,141823.4733,0.026057,13
104,0.199317,151949.405795,0.02786,10
2887,0.183771,38613.185723,0.013559,7
15585,0.194573,94942.414566,0.0292,11
27542,0.195499,114824.410621,0.02626,10
1004,0.202351,179643.84484,0.071202,27
27142,0.210264,438210.481107,0.064957,21
42069,0.168674,73426.63104,0.004372,5
20064,0.231025,1401535.696474,0.12417,34
19542,0.19911,61725.85899,0.020553,6
9852,0.197059,106788.376088,0.03586,15
16519,0.202341,291577.860445,0.068225,24
105,0.179787,224604.679712,0.010977,11
16610,0.171079,146765.958664,0.006641,7
4074,0.190124,265896.166502,0.015945,13
36069,0.170568,85690.052087,0.006671,8
28316,0.175738,33285.912532,0.006775,4
13575,0.171103,39365.44324,0.006231,6
14497,0.191038,146202.096381,0.012264,7
10123,0.188075,80214.768385,0.011569,8
12663,0.156077,51679.348644,0.002296,3
39855,0.153692,3313.702445,0.001781,2
15747,0.189646,253348.138124,0.018948,14
27454,0.179447,115627.074353,0.008509,7
106,0.168518,57305.525843,0.00501,5
38218,0.144215,0,0.000742,1
17580,0.178105,121367.500246,0.010775,10
46826,0.173108,19107.122093,0.003223,3
27632,0.165278,7601.868104,0.004047,4
37913,0.196523,86295.893094,0.035624,11
107,0.206845,188898.113567,0.07623,22
20011,0.198676,90670.066493,0.042934,15
5674,0.207364,97784.183751,0.08691,22
414,0.209711,368852.437062,0.04565,20
3660,0.209924,277979.553434,0.105555,31
12559,0.21055,151738.339629,0.051351,16
15240,0.203893,153161.073757,0.048443,16
26397,0.206202,253999.889021,0.055695,19
46493,0.192291,29435.459188,0.037808,13
13119,0.202304,173702.394666,0.055584,19
26761,0.201022,450704.194039,0.052299,22
33819,0.197659,70124.701985,0.057095,20
28628,0.200545,66598.70375,0.043874,13
18531,0.200688,208863.233073,0.041973,16
20033,0.205128,114992.830658,0.071298,22
34849,0.21794,272166.617669,0.074085,18
25206,0.216401,385627.969148,0.102174,26
33321,0.20855,101789.804323,0.065734,17
5159,0.180486,10453.989321,0.010472,5
35662,0.198628,94556.108288,0.051604,18
28330,0.201291,84462.893699,0.049779,15
29394,0.213721,482560.913033,0.125995,37
13920,0.208276,126384.491593,0.062182,15
108,0.209009,268500.548361,0.037487,16
17340,0.198688,105533.969563,0.02136,11
22620,0.195482,107225.654134,0.021056,11
4830,0.201185,274937.322154,0.025103,15
14377,0.192488,16796.494004,0.013234,6
7556,0.213813,359289.824234,0.057876,17
19300,0.203036,135744.659917,0.031338,12
44980,0.220762,355307.799962,0.07746,19
33885,0.195854,18405.564064,0.016924,5
31618,0.185794,18266.907829,0.007578,4
47282,0.200294,71230.471728,0.021996,8
45157,0.182168,2140.392193,0.006261,3
14790,0.233162,997546.812695,0.18953,37
40202,0.20962,134616.503968,0.039291,11
32749,0.211697,198695.069066,0.076489,23
23305,0.176503,30143.833554,0.00418,3
33774,0.196982,130624.959785,0.018542,11
109,0.178306,101432.878875,0.015962,13
29787,0.167177,12509.024764,0.008619,6
39106,0.151324,0,0.001507,1
11775,0.175883,18380.540329,0.015462,10
21622,0.184977,83595.276705,0.019983,12
11473,0.173679,35541.979269,0.012565,10
13994,0.166907,13992.702425,0.003944,4
30616,0.180473,18520.964301,0.014925,8
16476,0.17537,10202.902216,0.004587,2
22440,0.17746,31212.017426,0.013381,8
6690,0.19899,114769.682984,0.02494,8
19911,0.172832,53550.282503,0.013501,11
20993,0.185129,139882.840103,0.022593,18
17636,0.186955,71322.991396,0.017135,10
110,0.167689,7594.907161,0.002892,3
34964,0.171349,16971.867024,0.004971,4
12375,0.157128,793.008203,0.002199,3
41222,0.199777,88272.146846,0.024348,9
28578,0.193749,59375.426458,0.016193,6
26388,0.193918,43280.096064,0.015817,6
39649,0.195475,55270.835329,0.01804,6
112,0.186804,8527.245515,0.01265,5
28579,0.218426,226560.812523,0.086878,17
42374,0.211064,197880.093233,0.082309,25
31851,0.191492,13711.722371,0.014962,7
37373,0.183109,4517.296059,0.013732,6
36773,0.199349,23663.328257,0.024281,7
113,0.187995,115214.421936,0.02258,13
6645,0.192294,52057.622994,0.022561,9
25242,0.186578,82040.118656,0.016263,11
31825,0.201705,118265.430907,0.03699,15
29085,0.169887,7574.364923,0.004394,3
19010,0.204728,263683.374104,0.05609,22
45969,0.193809,78073.830194,0.027798,13
38716,0.19224,84734.253318,0.025549,14
18541,0.211625,204634.457348,0.051309,16
17915,0.18763,25431.125218,0.02169,9
40530,0.174443,14282.895635,0.009924,7
11724,0.197705,87391.751773,0.029641,12
12567,0.163374,40411.213733,0.003862,4
7968,0.173781,2298.663499,0.009246,6
114,0.204858,323108.056463,0.043095,19
16644,0.172672,7402.918839,0.003601,2
44914,0.178367,19757.687749,0.009312,5
43738,0.195564,106988.380788,0.018744,9
19349,0.205289,504162.015499,0.043167,20
44253,0.20493,277697.210314,0.04249,14
42207,0.19667,99984.552871,0.025626,9
34210,0.199453,225080.091127,0.036217,15
5518,0.204058,264137.490177,0.046443,19
41884,0.176557,68455.396536,0.008717,6
31488,0.212127,280532.080265,0.049638,17
2334,0.227042,592391.552918,0.214545,30
9391,0.192511,80001.542831,0.029668,12
43150,0.197952,247431.970907,0.039807,16
33610,0.180242,17202.805731,0.008692,5
17769,0.199358,119970.97555,0.029395,13
10817,0.184888,13427.805918,0.011177,4
17198,0.185414,18233.475993,0.013309,6
24544,0.206389,400599.292965,0.057623,21
23503,0.197242,155782.490408,0.026853,13
115,0.178516,5736.32174,0.011236,5
21104,0.178328,2071.388385,0.010927,6
29699,0.196133,187684.610962,0.031168,15
3563,0.202568,229602.813429,0.04064,17
26435,0.196683,182569.840701,0.039324,21
36111,0.194343,39024.454565,0.045603,13
116,0.222714,522819.780575,0.163379,40
23990,0.190013,43936.824876,0.017924,7
11396,0.201051,65185.011001,0.04017,11
31346,0.19672,27028.485636,0.040955,11
267,0.200469,49525.432018,0.051298,14
9827,0.203545,60836.050533,0.060239,15
27557,0.206622,90815.291888,0.069957,17
40502,0.213761,272717.502054,0.059995,18
39060,0.2197,840784.865526,0.115816,39
19018,0.212943,320386.785105,0.072537,19
36570,0.216883,236951.537449,0.121991,27
46679,0.211154,62652.022901,0.083983,17
12086,0.216122,70219.743597,0.075958,12
47295,0.215833,174926.017123,0.070505,17
20356,0.196433,219170.640747,0.035401,19
13896,0.207507,85872.161192,0.060917,14
18984,0.227489,540556.016524,0.112897,26
5342,0.202696,31116.038601,0.061078,16
4014,0.21852,263984.006389,0.094068,22
28957,0.207398,202548.476101,0.071722,21
21178,0.201953,36296.507082,0.048506,11
24199,0.205946,226887.903385,0.045092,15
30166,0.205529,130662.083814,0.052303,16
13328,0.205696,126082.045858,0.076442,22
14593,0.235145,690818.873435,0.153438,19
24961,0.216581,247951.231438,0.093865,19
39284,0.207947,183206.832189,0.077201,21
9244,0.196714,78584.752396,0.03273,11
33369,0.209487,35929.469663,0.041156,8
14614,0.203029,118619.052633,0.066946,19
31094,0.209097,103761.111804,0.059947,16
43650,0.209188,63820.227498,0.068789,16
6053,0.212455,161028.615272,0.076459,19
37732,0.219001,255969.916194,0.115368,27
37740,0.220681,633208.710963,0.157541,41
17418,0.213034,244055.024164,0.079674,20
15350,0.203235,79575.842908,0.063247,17
34913,0.208237,59973.024686,0.047758,12
117,0.21978,343124.625624,0.059348,15
25744,0.182388,26559.622711,0.005086,3
29018,0.225354,509902.25734,0.102115,23
20103,0.233025,1150617.605128,0.144802,36
32640,0.194248,13129.679814,0.011852,4
44893,0.198708,89327.748167,0.014786,7
17615,0.215357,416970.663866,0.081529,20
4065,0.211013,83090.341116,0.03788,10
6982,0.221844,576357.428767,0.078298,26
29851,0.183189,1539.42435,0.005172,2
28983,0.244832,2878657.26217,0.287822,60
25102,0.235255,1269715.794234,0.146154,35
14972,0.221888,954343.513614,0.072546,27
5320,0.230281,493899.197991,0.116006,25
40225,0.18018,0,0.003202,1
30882,0.20407,185564.768964,0.020966,8
20121,0.212511,249288.094421,0.050141,18
30128,0.208236,99360.076236,0.039787,12
32318,0.216013,198908.849013,0.053182,13
4917,0.205843,213821.754496,0.041319,14
33397,0.20062,71328.612767,0.01844,5
23342,0.202109,187831.584616,0.043389,14
42739,0.210282,64541.920056,0.041231,11
5731,0.211686,231717.747664,0.165652,31
15192,0.217943,357155.680616,0.087309,23
41234,0.21311,474832.297771,0.074148,26
20307,0.218649,357012.6241,0.083513,25
1249,0.211853,232774.700322,0.046465,17
29590,0.214797,319681.132516,0.146492,33
44329,0.208477,171942.139837,0.044417,16
23602,0.212262,221604.485305,0.054412,15
20692,0.197209,329237.536784,0.02718,12
40579,0.219213,388530.184729,0.08355,24
22114,0.214637,376521.324949,0.0917,28
11124,0.221026,355877.774777,0.082825,22
12301,0.198361,72809.624245,0.020831,8
22266,0.199256,214252.164296,0.02138,10
27367,0.205507,63302.524227,0.035622,10
119,0.181467,80837.934891,0.010196,8
28613,0.186548,36585.881212,0.012849,7
38335,0.156027,0,0.001709,2
30298,0.185271,140934.146878,0.016595,8
25113,0.182821,32471.932412,0.009825,6
31920,0.190998,69500.982904,0.020319,11
6369,0.168908,13825.704966,0.004076,3
6973,0.197244,172277.432615,0.028532,13
38618,0.191979,81004.602958,0.029854,11
120,0.20885,219032.817711,0.061859,22
26430,0.200613,145715.618911,0.032622,15
43810,0.187771,10540.295169,0.01727,8
44012,0.239556,2220744.37192,0.26499,62
42912,0.210606,145828.434759,0.054652,17
27884,0.210819,260936.56466,0.058462,17
14588,0.208818,82766.979744,0.034934,11
1819,0.200089,78280.072441,0.02413,7
4838,0.197579,43650.858006,0.034561,12
7127,0.183896,2195.330616,0.011336,4
25720,0.175576,0,0.005608,2
38888,0.201301,74084.426301,0.047114,15
34939,0.216777,249184.386542,0.076427,21
26879,0.188541,78370.890883,0.014474,9
20279,0.185539,5888.233532,0.016229,7
37839,0.217791,527253.18988,0.069789,23
23101,0.20424,139237.330066,0.062825,23
32037,0.200222,40164.283934,0.031665,10
11928,0.199616,89401.09619,0.029762,12
18177,0.184417,11570.833716,0.010816,5
121,0.164782,0,0.001764,1
38190,0.197292,93025.127209,0.025748,10
122,0.223397,542204.749084,0.075239,24
19299,0.209267,365870.090338,0.042045,21
13521,0.213861,250568.00976,0.062476,18
29355,0.190651,124003.115575,0.012843,9
14504,0.227448,574778.066294,0.096396,24
10838,0.21377,144683.653854,0.050701,15
29442,0.231329,961255.47583,0.138426,34
1527,0.221024,583046.070912,0.093405,26
14122,0.208643,117479.338318,0.045431,13
16877,0.208108,207266.743822,0.041086,15
36277,0.213861,347517.631971,0.061332,20
1391,0.203094,28358.505796,0.020155,6
32378,0.200949,16056.453912,0.017621,5
25033,0.219316,186084.641072,0.081378,19
47262,0.209738,153531.863223,0.042867,15
20009,0.208458,157071.955886,0.029362,11
20047,0.233906,994718.821268,0.150985,37
43486,0.211036,261398.674882,0.049319,21
38106,0.210165,107211.960772,0.037489,10
39847,0.213447,80368.353898,0.042508,9
38506,0.205086,32016.86166,0.022288,6
27810,0.220353,447735.386585,0.077447,20
13104,0.205937,52033.975962,0.027472,8
12326,0.205318,50875.265246,0.030896,10
124,0.187928,18791.490674,0.022835,10
27227,0.189456,37097.187985,0.028281,13
40771,0.195113,39761.662495,0.021384,8
28511,0.1796,5170.256516,0.016614,8
667,0.193246,54028.89302,0.045735,20
40501,0.205935,210207.581121,0.063855,18
13568,0.205769,115022.889934,0.041022,13
872,0.168891,0,0.009037,5
25613,0.186209,8904.329352,0.02006,8
37369,0.196947,98412.845536,0.041715,16
35799,0.212994,285065.730272,0.081858,21
744,0.188578,22716.508545,0.017127,7
27146,0.204836,73217.679096,0.061652,17
33387,0.179783,49089.668403,0.00996,8
4516,0.182277,52615.262394,0.014551,8
44537,0.223264,640457.060203,0.112441,35
40997,0.181924,41624.224029,0.010211,6
25502,0.193755,33846.890112,0.045093,16
20783,0.196639,78119.475808,0.025678,11
127,0.209687,201395.984032,0.043566,15
16101,0.194687,24683.446549,0.016649,7
27068,0.196093,109797.570165,0.027972,11
7708,0.211674,164971.143976,0.060318,19
22241,0.202688,113426.208783,0.034086,14
293,0.199226,63608.054252,0.023238,10
35013,0.17684,0,0.004271,2
24529,0.236008,840882.279692,0.162444,30
612,0.198513,187948.420148,0.026771,13
7754,0.223146,487673.915988,0.113903,29
27502,0.190251,25906.175033,0.013322,7
39953,0.204637,96311.120556,0.043054,16
44908,0.197531,109644.001577,0.025702,11
29695,0.210156,230258.169328,0.049504,17
35245,0.214359,156070.752889,0.081996,20
129,0.210711,166202.210765,0.061834,20
45208,0.215978,410019.105775,0.072103,23
43450,0.222154,495190.500334,0.131182,37
30644,0.194299,35316.643619,0.022613,9
36344,0.189385,3121.100638,0.010331,3
43535,0.203202,142961.226926,0.035836,14
38863,0.197328,80752.548548,0.034461,12
12988,0.194205,68149.870523,0.0227,10
5716,0.216124,312652.854697,0.058299,18
34398,0.227094,688324.808625,0.149359,36
32241,0.214249,192717.504024,0.0716,19
43475,0.205335,116749.50726,0.034932,13
23807,0.183731,20450.007299,0.011944,6
30149,0.22798,337530.310549,0.149297,22
32117,0.188871,7454.202811,0.008867,3
15197,0.204741,128947.687399,0.044304,15
4228,0.21055,173478.96335,0.050195,16
3336,0.197822,36280.606042,0.019424,8
28366,0.219694,400360.148406,0.090937,25
26411,0.212009,111080.883456,0.043178,11
41256,0.208473,97951.566128,0.046587,11
130,0.191993,99367.954956,0.018939,11
7171,0.202308,96213.249026,0.035825,14
19567,0.213377,271405.889524,0.066129,17
4287,0.199445,106903.370144,0.040717,14
26916,0.171062,4768.105089,0.004762,4
46870,0.197624,74848.999709,0.037839,15
35348,0.180405,11412.733657,0.009032,5
3649,0.183234,64655.454491,0.011697,6
41178,0.203534,78819.352394,0.024138,8
25774,0.184079,75862.943321,0.015137,10
15067,0.188269,90464.837614,0.011773,7
131,0.205586,201647.310618,0.044386,16
7807,0.210158,1040635.054549,0.059649,32
41113,0.216763,217319.757769,0.062505,11
6485,0.214212,332673.906766,0.066107,19
24896,0.221585,446033.246038,0.098124,20
31906,0.204277,106626.863201,0.048646,17
20407,0.223147,670784.847551,0.095679,27
9535,0.190163,123026.541333,0.023748,14
10361,0.186087,19270.295066,0.014964,9
34043,0.182514,59112.771974,0.012761,9
25730,0.172032,2649.949528,0.003784,2
40181,0.209369,90298.987848,0.049955,11
21251,0.200015,39527.43445,0.024556,5
35638,0.1824,10339.935596,0.00877,5
132,0.237106,1900525.232371,0.220192,53
23609,0.210716,81810.425772,0.060352,14
20104,0.210851,105573.072087,0.049496,11
24091,0.231854,1148832.970104,0.197447,43
5059,0.216349,574423.852954,0.067305,29
28444,0.212083,144884.828424,0.056055,15
40355,0.202331,100985.765571,0.034784,12
2910,0.228973,685248.457629,0.120546,27
19168,0.217677,238044.101177,0.124793,29
26102,0.21807,391509.64286,0.070249,19
30899,0.209415,443585.373098,0.03989,14
25047,0.230577,923188.377113,0.138407,29
24238,0.209767,130146.898628,0.061006,15
41403,0.221138,446180.760031,0.069418,19
26193,0.206869,129753.075989,0.049199,16
28265,0.214963,317172.029152,0.080187,21
2174,0.229485,448734.008551,0.14038,26
39096,0.205063,205356.266621,0.047755,21
40917,0.199359,67401.982664,0.029657,11
3224,0.219714,118288.186596,0.06984,12
469,0.226963,601065.082933,0.094199,23
6023,0.214499,351532.79709,0.054512,18
19616,0.208233,55443.892744,0.038846,11
29434,0.207659,77035.905459,0.043104,13
12252,0.202182,8006.92212,0.022968,4
38059,0.212049,163708.238497,0.045969,14
40756,0.212164,173011.296736,0.080387,23
9062,0.228699,974230.474196,0.169992,41
31868,0.227127,428027.589926,0.106375,22
41009,0.198547,32644.237619,0.01768,3
21125,0.207502,35785.149727,0.05235,9
28036,0.206371,156332.263811,0.048269,17
24168,0.200671,12253.075464,0.027546,7
27595,0.210746,150486.026675,0.086317,20
27302,0.202799,30264.385892,0.026583,6
5784,0.225645,587888.778287,0.139824,30
14900,0.261026,8877836.892196,0.702341,112
25551,0.210605,41289.647151,0.041366,6
23152,0.22138,401011.464232,0.079735,16
36100,0.198189,6873.571292,0.023219,6
11824,0.213743,156487.756912,0.049502,13
8652,0.199943,36930.172329,0.029568,9
33094,0.219856,385420.760538,0.111071,23
45341,0.202589,41611.805443,0.02743,8
13149,0.220984,224135.025483,0.073746,12
5665,0.206639,67227.918935,0.044393,14
40536,0.216028,128606.391614,0.068841,15
44803,0.230773,699363.230103,0.12028,22
2530,0.220448,432240.880112,0.092906,21
22455,0.196188,14476.189412,0.016918,4
23148,0.2165,176859.389191,0.068307,16
12811,0.20854,54049.46861,0.034328,8
133,0.166078,26146.299101,0.002591,2
29873,0.199091,629715.428745,0.025876,19
42626,0.14704,625.035874,0.001239,2
134,0.19513,94284.878416,0.024044,9
44014,0.208873,47190.127022,0.036453,8
20438,0.205435,91565.560162,0.060261,18
44684,0.218926,530248.403836,0.125122,36
6898,0.180028,141603.539303,0.01109,10
44303,0.189737,41981.196506,0.014593,8
2625,0.210171,137779.693819,0.049373,13
5415,0.170886,11897.424158,0.004839,4
5685,0.2091,204361.055618,0.064947,20
4331,0.210756,137829.729161,0.040836,14
135,0.153247,0,0.000879,1
21638,0.180981,76127.568746,0.008596,4
26221,0.214869,162182.081716,0.080014,20
19009,0.229377,661624.896848,0.114297,27
31785,0.196715,5979.901419,0.024026,5
28440,0.218634,303506.885315,0.075545,18
28904,0.225875,500078.797726,0.132105,23
3254,0.211909,281465.816655,0.06299,20
3722,0.199314,24985.03722,0.048122,12
19497,0.206311,23303.708519,0.036391,7
44401,0.240757,1750690.598347,0.203367,40
9943,0.201479,53583.39635,0.046572,12
35279,0.219131,172640.405837,0.138644,20
27915,0.188967,25327.819184,0.014916,6
17906,0.213849,238354.005634,0.064284,16
13376,0.194374,23106.652463,0.023961,8
25761,0.197207,20032.409119,0.02667,5
23685,0.209736,143741.285752,0.05018,13
21158,0.218561,522847.157395,0.090048,30
33635,0.194454,22370.389659,0.022514,7
37755,0.198273,44280.508325,0.026277,8
136,0.178153,80556.209639,0.012995,11
37806,0.185939,56470.471145,0.017923,10
21358,0.156278,880.456968,0.002134,2
36517,0.178657,10182.023999,0.005922,4
27276,0.181945,68872.606759,0.012079,9
2209,0.172409,51905.310166,0.015078,10
19552,0.189461,189580.741866,0.014999,11
16562,0.168965,1376.860274,0.003957,3
13375,0.182889,151787.691486,0.013374,9
5009,0.170813,28823.495141,0.005882,5
1828,0.180158,14567.6511,0.00762,5
31274,0.199209,129488.090982,0.050524,14
137,0.18448,21443.566147,0.007507,4
36731,0.210785,99254.789053,0.053603,13
45204,0.210773,261845.167948,0.038836,14
13246,0.173191,19578.199391,0.004991,5
32024,0.180675,78679.802813,0.015322,13
36986,0.182169,27833.155403,0.009881,6
27412,0.201009,195344.049608,0.037556,14
24462,0.193454,76854.99527,0.015732,9
14580,0.190934,77449.087954,0.023705,14
16129,0.19471,149297.882928,0.031746,15
23348,0.180606,8150.580154,0.00761,4
6777,0.188609,53110.125637,0.013361,9
138,0.157853,95071,0.002071,3
17239,0.187438,190020.937813,0.014281,8
9431,0.136333,0,0.000549,1
38244,0.136333,0,0.000549,1
839,0.200603,71993.824104,0.038314,11
27074,0.208512,201531.942363,0.063892,20
24389,0.236225,1621516.980328,0.263985,56
14568,0.226004,599032.471792,0.193066,42
2359,0.194883,36213.985317,0.024868,10
26826,0.201784,64271.288312,0.037686,11
35944,0.194318,32065.970202,0.030246,11
4145,0.208631,74357.723432,0.046548,13
40505,0.186787,123819.901133,0.013673,10
2000,0.190445,14856.746121,0.014265,6
13493,0.191559,29656.034457,0.020428,7
21704,0.185306,16731.713945,0.011888,6
140,0.193236,32819.622507,0.021383,10
8383,0.211576,278013.049615,0.055253,20
7422,0.209728,459165.920568,0.069061,27
14796,0.202482,108713.788887,0.039724,15
16095,0.193697,11361.214509,0.016104,5
13170,0.180479,19240.919345,0.00991,7
32871,0.197375,36408.801501,0.019978,7
39224,0.189749,15167.923564,0.028733,11
15824,0.18616,29704.948295,0.014548,8
17728,0.21651,308713.790172,0.05937,13
320,0.190518,46527.111246,0.019098,10
141,0.167156,0,0.002751,1
16234,0.200704,76569.983866,0.048444,14
142,0.190481,160347.272614,0.017061,9
45895,0.173553,16317.917462,0.008476,6
13722,0.18528,117441.238849,0.010826,6
22875,0.189482,34258.77431,0.009077,5
21485,0.179634,54424.975309,0.007673,6
18797,0.172092,9842.384128,0.005886,5
23708,0.1852,377392.128418,0.012006,10
1027,0.176458,18425.636594,0.005682,4
16517,0.220102,1524237.40001,0.167124,51
19825,0.204697,176024.901789,0.030022,11
143,0.198621,187212.51547,0.018821,12
35082,0.181133,21298.383416,0.007649,6
828,0.192436,159767.318481,0.016538,11
37166,0.180897,31536.442701,0.007701,7
9760,0.168858,3871.652002,0.00248,2
823,0.191232,24172.670364,0.012187,7
32733,0.172183,2976.09153,0.003377,3
23916,0.194247,249516.886769,0.01961,11
31427,0.197126,161251.036767,0.02536,13
43031,0.189142,11573.323019,0.00854,4
7120,0.203038,242277.649777,0.024763,12
28124,0.212032,216207.717293,0.040006,14
3850,0.227207,594028.650309,0.097039,17
144,0.181249,82385.892813,0.008144,6
28556,0.189582,270917.616819,0.024635,15
38903,0.179971,39382.858174,0.009367,6
13781,0.203876,186737.888257,0.033336,14
31219,0.188253,79025.131917,0.015292,9
25710,0.157454,14287.560493,0.002114,3
23258,0.183554,141458.683612,0.01169,8
145,0.180525,9898.234032,0.01085,7
28681,0.188325,19062.049408,0.023399,8
2753,0.193489,48706.676037,0.015627,7
7823,0.190487,51799.80642,0.038106,18
45500,0.185344,30547.848326,0.011501,7
39422,0.200197,159424.91502,0.02833,11
33163,0.195475,37625.154435,0.01482,6
5038,0.192045,62466.310275,0.015617,6
146,0.197802,31436.670954,0.020411,5
34404,0.188153,77930.858968,0.015286,10
10200,0.22821,1134231.285357,0.137661,41
33521,0.197,43852.094176,0.026407,11
3357,0.233392,2643753.085493,0.1504,54
3156,0.202818,101124.549131,0.027237,9
147,0.195157,107299.487463,0.030447,13
21648,0.199475,197895.518795,0.043251,16
44688,0.188541,43573.114394,0.01624,8
33810,0.186475,52420.262195,0.014119,9
15277,0.205687,212968.567571,0.055045,17
13184,0.20171,93153.830211,0.050122,17
24663,0.19856,142299.10879,0.046195,18
39794,0.200999,215476.316897,0.052754,20
20208,0.201856,725401.096167,0.038695,26
26516,0.19937,208769.485352,0.025996,12
6041,0.203206,278278.505876,0.050764,22
2863,0.195896,74537.201455,0.030644,13
32429,0.200101,120027.297446,0.024672,9
148,0.195974,203438.942727,0.0238,13
9901,0.210962,188173.398688,0.052805,16
8687,0.18954,39208.612299,0.024708,11
4368,0.175721,1177.518418,0.004911,2
27970,0.178167,2720.461727,0.004819,2
41562,0.183623,44099.085035,0.008226,6
45968,0.190556,169909.562901,0.014596,10
5081,0.185802,63793.715108,0.008173,5
8171,0.217578,632567.928416,0.061527,21
15886,0.165718,18475.912743,0.002989,3
1864,0.163862,0,0.001794,1
4790,0.20653,320088.007809,0.044034,19
43884,0.186958,47536,0.007014,2
24276,0.229945,932555.95595,0.129277,34
26965,0.157511,0,0.000706,1
149,0.196956,84364.708068,0.020006,10
12948,0.198907,48258.005091,0.028351,10
33560,0.195054,31737.636036,0.012508,5
4568,0.172352,14447.116277,0.004245,4
14610,0.186575,34702.47398,0.014524,6
16524,0.203282,100048.726008,0.034907,12
37772,0.197001,82061.457599,0.025354,12
32172,0.228119,1005259.608592,0.113196,30
25829,0.206667,139666.714597,0.0431,14
29569,0.19299,43010.390643,0.021206,9
8228,0.185607,25434.698129,0.012563,9
150,0.161835,0,0.001561,1
13127,0.193082,111068.344088,0.021096,9
151,0.198809,69715.607968,0.018045,7
16392,0.212821,182784.395432,0.048455,15
40404,0.19413,60364.146519,0.037953,16
19417,0.207574,120302.565815,0.038237,13
10467,0.197483,102944.372155,0.021137,9
32566,0.194152,38718.735506,0.033762,14
32971,0.195326,248134.064781,0.021102,14
152,0.202442,48305.881997,0.035418,11
26111,0.20605,41277.49988,0.055443,12
32216,0.200802,52598.376321,0.03146,12
4610,0.202641,79101.009855,0.02891,10
24902,0.191409,182407.146039,0.018112,11
40496,0.187466,3376.731801,0.017841,7
8765,0.217544,324862.051811,0.082627,20
1097,0.211834,191430.98983,0.075444,23
36202,0.225597,518406.374982,0.119308,28
28563,0.233326,889092.845504,0.165153,40
31764,0.201455,47906.769053,0.037195,12
1831,0.195642,33837.769762,0.019398,8
153,0.192057,53660.607927,0.022288,9
35599,0.190333,41886.293178,0.021428,8
15411,0.192518,65522.066336,0.018517,9
1332,0.194028,166276.470025,0.028808,14
18355,0.208259,333072.990647,0.053308,19
47366,0.186631,138583.121489,0.0115,9
34503,0.212577,156867.018379,0.054455,16
38691,0.185961,65979.982184,0.009481,5
42223,0.218577,223988.756401,0.11568,29
43576,0.208946,187435.538167,0.053641,20
154,0.188916,284304.951281,0.026473,17
25588,0.199693,340546.766339,0.03403,12
31590,0.193444,190570.214506,0.026179,11
34915,0.172146,28506.37052,0.006944,4
21224,0.202926,605757.676607,0.043553,23
34269,0.194114,307596.237102,0.024203,13
18652,0.170396,12083.263437,0.004072,3
30894,0.177574,134995.217605,0.008617,6
1735,0.17971,81606.04827,0.007415,5
6604,0.183618,35270.843167,0.016247,7
29034,0.175197,40975.734051,0.009302,6
