Id,closnesscentrality,betweenesscentrality,Degree,eigencentrality,shellIndex
5810,0.419986,2429.639109,44,0.054167,31
3759,0.409942,5377.000127,69,0.055002,34
3101,0.362871,4747.671181,41,0.023023,26
2778,0.372067,12.551711,7,0.011724,7
1392,0.361129,3076.91958,33,0.01479,22
5442,0.327629,71.480678,10,0.0035,9
6303,0.427081,8289.446152,79,0.059644,35
4376,0.338363,271.857325,16,0.007613,13
1945,0.436854,23168.913598,151,0.115179,40
332,0.406229,22940.038516,117,0.070473,38
4384,0.334628,97.2207,11,0.005834,11
1409,0.366055,651.397638,5,0.010574,4
2601,0.370006,4262.059031,58,0.026983,31
2911,0.345067,382.573381,23,0.011268,18
1788,0.441835,8376.545128,92,0.113978,40
3434,0.423408,4938.618459,47,0.069763,36
4788,0.376106,2308.28732,74,0.042938,35
6422,0.414483,640.272598,22,0.045849,21
282,0.424011,7918.733046,38,0.05106,29
1809,0.377472,897.13067,18,0.016305,15
79,0.365687,5.820747,3,0.010263,3
80,0.391955,11535.165304,34,0.020809,22
2133,0.389716,8817.39898,80,0.040423,32
1074,0.390879,1891.586371,19,0.022305,15
20,0.330707,173.578829,14,0.004179,13
4465,0.39266,5500.019873,35,0.029785,24
5539,0.398442,6419.485268,51,0.040259,30
1166,0.313032,0,2,0.000885,2
5140,0.38563,10745.117718,47,0.026072,25
2113,0.35364,2303.251331,42,0.014906,26
5302,0.40071,5099.695224,23,0.029016,20
2899,0.375416,11699.628136,124,0.049366,32
6272,0.447635,10915.472628,55,0.106622,38
268,0.351306,1179.017324,31,0.013874,22
596,0.376798,3473.169129,35,0.019814,23
5842,0.351156,265.72311,10,0.007699,9
4029,0.447023,12470.905714,65,0.088276,35
5556,0.412395,7110.20617,68,0.053574,32
4340,0.332183,208.159122,9,0.003996,7
2801,0.376171,9765.128901,24,0.01645,19
2204,0.404998,1472.905469,29,0.034756,22
3384,0.325982,159.516369,10,0.002525,10
1397,0.351024,714.799127,26,0.014008,22
1740,0.281598,0,1,0.000228,1
3197,0.34651,606.32481,24,0.010585,19
427,0.435517,5966.945059,54,0.070832,35
81,0.409942,2902.430208,17,0.035585,14
3538,0.322022,34.768428,5,0.002668,5
4355,0.427276,1588.82498,19,0.052901,16
4735,0.354042,104.405499,8,0.007391,8
88,0.4298,4675.986565,65,0.085213,36
3109,0.334013,929.467922,29,0.00871,18
2585,0.343547,7049.778392,32,0.012493,19
1909,0.314853,7.12509,4,0.001599,4
82,0.319617,78.170853,10,0.002538,9
2407,0.375007,582.757649,9,0.014423,9
4557,0.385199,4285.730095,23,0.020187,16
6134,0.324367,253.666189,15,0.003613,11
755,0.395673,1247.837016,11,0.019261,10
4917,0.398758,2291.233496,35,0.040511,25
3508,0.340386,619.385175,14,0.005839,11
3783,0.407543,3966.047921,28,0.030384,17
3410,0.355734,3492.956022,48,0.017949,25
3999,0.431158,4100.56101,39,0.059079,29
2340,0.418082,11036.96162,81,0.055301,33
4563,0.402855,24920.786784,150,0.069676,34
2025,0.420175,5656.275625,51,0.049104,32
83,0.317325,51.190489,9,0.00254,9
2017,0.323198,206.968865,14,0.003833,11
6017,0.413828,3258.250043,46,0.050036,31
1713,0.349096,1732.345046,37,0.014655,25
3280,0.391416,1577.084813,21,0.025217,18
3779,0.432926,14208.450443,79,0.064194,32
3922,0.382075,4869.030335,72,0.039528,31
3898,0.352764,2367.370114,24,0.011829,17
3902,0.299597,4.864078,3,0.000822,3
2641,0.32595,85.838951,10,0.003457,9
3353,0.333316,717.441197,20,0.005613,15
1770,0.424313,2579.800515,44,0.058043,33
5743,0.375911,3776.741618,72,0.035512,33
1470,0.331276,656.239113,17,0.004232,13
2262,0.3803,1555.251498,43,0.03068,28
5614,0.392495,2300.753762,40,0.035153,28
4534,0.324995,202.968711,10,0.00424,9
2729,0.38163,1509.70615,34,0.023842,22
4367,0.379045,1864.421919,38,0.022618,23
5070,0.417496,4636.084271,72,0.066558,39
1080,0.439936,8704.393989,78,0.102756,37
1639,0.343133,278.535296,22,0.010597,19
4042,0.397813,1182.203831,26,0.034462,23
1812,0.386998,836.793574,31,0.035409,25
823,0.384633,1162.701301,35,0.022252,25
2031,0.430139,6336.933213,38,0.054584,28
2453,0.371265,398.727657,21,0.019415,19
2874,0.333945,166.440221,21,0.00801,19
1876,0.368465,219.895523,18,0.015913,17
5521,0.350986,200.112178,11,0.00925,11
2672,0.39522,3677.555228,45,0.031154,27
1683,0.388559,420.363144,20,0.026105,18
3023,0.397765,649.650908,20,0.027215,17
1729,0.411048,5483.854211,40,0.052644,31
2677,0.386472,421.41373,26,0.031501,22
108,0.400612,1926.381514,26,0.029891,22
1219,0.345632,369.109023,18,0.012154,17
4954,0.387066,443.905752,19,0.020235,17
1345,0.423819,10629.351379,91,0.080104,37
6401,0.43491,1814.958562,43,0.081068,35
3645,0.390832,3293.993588,34,0.029,23
1196,0.408969,4676.547633,60,0.050051,33
1500,0.403724,836.573811,20,0.026151,19
2737,0.357912,6611.029282,13,0.011474,12
729,0.404023,970.418246,40,0.043534,29
5082,0.39733,803.985266,29,0.039292,26
4527,0.364893,4208.311799,78,0.035923,33
3507,0.363697,69.329546,18,0.014566,17
3970,0.423901,2328.942611,43,0.06229,29
1104,0.372532,15395.048888,105,0.039824,32
1766,0.365565,3000.24916,55,0.025483,32
3829,0.435228,22626.318472,129,0.096956,38
4348,0.443601,5565.2891,45,0.076567,31
4159,0.442403,51488.692057,194,0.111953,40
1321,0.421364,11519.539256,80,0.05676,35
2536,0.421554,2032.228577,39,0.057732,31
3627,0.380963,2078.694792,57,0.034551,35
3630,0.443752,14113.608795,82,0.086211,36
5067,0.410199,1927.28889,35,0.037531,22
3527,0.430988,7371.61899,67,0.066469,37
2462,0.345195,853.458918,27,0.011679,20
866,0.397668,3010.504312,69,0.04995,35
3725,0.440824,3890.911915,51,0.075717,34
5394,0.380521,1257.850223,26,0.025799,21
3763,0.426747,4311.08647,45,0.050658,29
1249,0.36801,1603.030254,28,0.015284,21
929,0.307158,1.90913,3,0.001226,3
2792,0.387593,11338.746331,88,0.036989,32
4193,0.354291,2578.44064,47,0.018134,29
4473,0.345614,707.615875,25,0.010065,19
4970,0.347227,482.800001,23,0.011642,18
1958,0.419018,1497.148826,26,0.048332,22
1661,0.430563,20959.670963,107,0.072127,36
3863,0.341754,56.151409,12,0.008271,12
5427,0.391603,12233.319718,23,0.021726,17
1563,0.344468,404.618076,15,0.007253,12
2798,0.402557,5287.434927,32,0.03111,24
4210,0.408153,4345.698233,37,0.031845,23
87,0.333588,321.080547,7,0.004462,6
3650,0.348224,2434.768765,33,0.01021,18
814,0.39151,795.232439,10,0.020806,8
4229,0.401201,11570.203717,38,0.031279,23
4432,0.346638,49.862037,9,0.007975,9
3037,0.437701,2643.121591,72,0.113674,40
4782,0.38563,4978.632252,44,0.031254,28
3193,0.375609,2904.800083,48,0.025978,22
4925,0.362971,1720.58923,44,0.023781,28
4699,0.327564,284.267746,13,0.004786,10
669,0.431272,13208.740342,74,0.060318,33
3203,0.355812,399.809117,18,0.011703,16
3491,0.357853,292.449768,26,0.017725,22
3291,0.390972,386.959642,22,0.026963,20
3358,0.366609,566.932799,24,0.021341,20
4051,0.421147,5658.09991,59,0.055326,35
1711,0.367287,5.179208,6,0.013378,6
1477,0.420931,1268.902491,34,0.058149,31
89,0.407924,824.245181,15,0.033456,14
3455,0.383327,8223.754424,25,0.017866,17
500,0.409532,2374.674793,47,0.051057,30
90,0.344233,0,1,0.004556,1
91,0.324014,30.821701,5,0.002398,5
4952,0.336727,602.006054,28,0.011728,19
5711,0.41926,11889.914983,109,0.086706,40
6232,0.393462,2198.123503,56,0.042989,30
1810,0.392801,261.34236,22,0.034752,22
587,0.438169,5252.86008,66,0.097384,40
6327,0.377319,209.359257,18,0.022627,17
804,0.412628,2337.258613,45,0.044211,33
3874,0.416911,4436.581486,35,0.043181,25
2249,0.442762,7348.194915,95,0.100674,40
1424,0.392166,44.751181,10,0.025556,10
1821,0.398467,408.818858,23,0.03268,21
4450,0.409429,617.803948,30,0.047878,28
4073,0.407873,579.892481,26,0.040827,23
3346,0.402557,1270.805043,44,0.047088,33
4137,0.395244,153.39882,23,0.04013,23
2458,0.423408,3536.223861,48,0.065554,34
2172,0.398345,704.261751,15,0.031227,14
2261,0.414719,3122.552052,34,0.044531,26
816,0.402855,3084.244302,47,0.042328,33
2464,0.410713,3405.191865,67,0.061899,38
2001,0.428562,17016.662517,55,0.075529,37
6341,0.415852,1180.635922,37,0.054638,30
3691,0.407239,2100.387594,32,0.037011,25
414,0.363798,244.193678,21,0.017445,20
2589,0.448125,8158.753735,64,0.096056,40
2380,0.393415,1306.587038,25,0.031454,23
417,0.423079,3958.602971,43,0.056585,30
5298,0.433097,13797.341572,71,0.057393,35
2444,0.420958,4971.274107,45,0.046385,30
5910,0.456689,26993.678223,199,0.176867,40
3340,0.456497,11525.774996,94,0.14871,40
825,0.366588,54.310903,20,0.020496,19
4092,0.409839,90.680744,11,0.030319,11
164,0.414221,797.713798,36,0.055757,31
3453,0.383148,243.718788,13,0.020633,12
1443,0.43096,4002.024707,33,0.060678,25
5916,0.411487,933.851006,19,0.041454,18
3793,0.445442,2093.058349,50,0.102412,39
3086,0.446597,8349.89015,68,0.114081,40
1653,0.41061,8210.926684,50,0.038081,25
4472,0.361329,235.442433,5,0.009258,5
3892,0.359899,4.382347,6,0.011196,6
4231,0.414352,3316.801722,39,0.0577,33
4852,0.383979,6717.790299,21,0.024889,20
3716,0.416911,473.339551,23,0.050569,21
5812,0.406632,2928.958032,46,0.045064,29
4664,0.431101,357.96634,19,0.055733,19
433,0.404998,1387.321663,36,0.042474,27
3531,0.405801,539.860055,21,0.038865,20
1857,0.431357,11285.548682,37,0.062548,32
4860,0.433786,2223.939674,49,0.075837,35
463,0.349283,969.969775,18,0.008452,14
5627,0.416964,11630.68695,50,0.058133,33
4892,0.390669,715.043297,19,0.031102,17
5727,0.396488,4065.288774,17,0.024263,14
5325,0.402384,5394.925742,139,0.09259,40
1676,0.395339,2234.008825,93,0.074165,40
3140,0.435141,1692.756022,54,0.098501,40
2362,0.385948,420.085662,11,0.022474,10
652,0.373276,50.536087,9,0.016534,9
5537,0.409506,748.629917,23,0.042862,21
4879,0.406632,4272.669967,49,0.047502,32
3335,0.368756,946.152688,20,0.018321,18
3524,0.386381,306.541276,20,0.027577,19
4591,0.420336,1030.965968,38,0.06229,36
6098,0.393297,16.292269,6,0.022607,6
2277,0.395124,475.814224,18,0.023507,17
4129,0.407569,10594.575108,159,0.09454,40
2724,0.406103,9194.054641,29,0.03858,23
6168,0.386062,4038.073779,65,0.046271,37
5748,0.352574,1471.788116,21,0.010522,17
5697,0.410507,2376.814648,29,0.046094,22
6391,0.417549,9444.904782,23,0.038329,19
2946,0.438081,2039.959201,47,0.087641,39
3535,0.418831,6151.313932,79,0.067173,40
4890,0.416301,3394.578919,26,0.041919,22
1691,0.33838,252.469754,23,0.011146,19
1296,0.406254,1799.853967,29,0.029267,21
2528,0.411332,804.244025,33,0.047128,29
2531,0.432211,807.055753,55,0.098249,40
1684,0.40638,3275.831212,20,0.03465,18
6407,0.425554,1515.897089,42,0.073466,35
5453,0.441686,4937.721508,68,0.101638,37
1698,0.370992,136.163363,11,0.012569,11
2296,0.456275,17644.802772,107,0.128257,40
1306,0.40194,4624.462205,47,0.040338,30
1703,0.369589,735.359451,26,0.019962,20
883,0.431613,683.986496,39,0.082492,35
4149,0.391276,382.647346,22,0.032456,21
4681,0.381563,169.660259,10,0.017527,9
2609,0.432382,1174.627005,36,0.069389,33
1708,0.409122,5303.335572,41,0.046611,31
3366,0.40157,4386.921155,58,0.04345,34
2545,0.413279,992.687806,32,0.048482,28
1401,0.430846,585.585395,32,0.06745,30
3772,0.38353,290.992298,22,0.02706,21
5772,0.433269,4895.974982,43,0.085852,35
582,0.42085,2955.844774,49,0.064931,36
4244,0.445472,11080.36683,70,0.108043,40
3374,0.423736,3168.928394,72,0.078383,40
6204,0.372448,538.964563,21,0.018327,17
2554,0.414614,3101.260379,57,0.0608,39
3376,0.429264,4094.715042,36,0.063438,27
2260,0.402706,3329.203737,43,0.043078,32
1716,0.431499,3483.057911,52,0.091953,40
5166,0.426997,601.173838,22,0.05668,21
4543,0.418617,985.713227,46,0.060847,37
3786,0.374921,1487.03047,25,0.022536,22
5171,0.418938,1713.0041,32,0.053028,28
903,0.443541,10159.14651,84,0.104003,40
904,0.405048,1031.494878,34,0.042505,25
4936,0.401348,3125.544195,41,0.03474,27
6443,0.426635,6019.13798,37,0.060357,30
2109,0.403426,1401.148043,36,0.040072,29
1123,0.403351,2274.015813,48,0.049608,35
5761,0.429546,872.040062,41,0.07329,37
2571,0.381163,35.014693,8,0.016138,8
168,0.440646,11075.494989,63,0.083621,38
1730,0.399171,1504.717163,20,0.030551,17
6230,0.401915,1630.050736,35,0.043838,29
3399,0.441537,3530.842133,45,0.084182,33
3202,0.430506,13428.609644,63,0.058427,32
517,0.419663,14611.419235,107,0.073221,37
722,0.402855,384.543098,17,0.027666,17
765,0.3951,1602.962319,34,0.041183,31
6016,0.349955,188.169539,12,0.00943,10
6506,0.373446,585.42675,25,0.026207,22
3808,0.424754,6675.612902,67,0.071926,37
5396,0.419287,1626.705678,42,0.065215,35
122,0.422834,1182.265122,37,0.058666,34
3409,0.42188,306.362585,27,0.058173,27
5400,0.342111,242.247611,14,0.006825,13
2378,0.36832,89.85793,10,0.01273,10
529,0.391744,1723.597199,17,0.022309,16
3245,0.384882,1476.874944,29,0.026981,24
4006,0.412005,1182.94228,45,0.055901,35
1364,0.430535,4466.100133,58,0.06522,35
1559,0.386017,2655.37166,51,0.038141,33
3604,0.434939,3174.317145,54,0.083681,38
1960,0.400367,412.514892,25,0.041613,24
4755,0.361608,92.487269,6,0.008818,6
741,0.360712,946.96595,35,0.019883,28
6479,0.419475,8459.057913,92,0.079226,40
3014,0.387226,395.451375,25,0.031454,22
5829,0.427694,9533.111544,36,0.053402,26
4574,0.378519,458.420737,16,0.02073,14
2101,0.407493,7835.108837,40,0.040931,27
1765,0.398806,5769.224223,99,0.070376,40
5359,0.421256,120.213273,26,0.064262,25
547,0.3373,81.185377,6,0.004629,6
5462,0.405977,1124.408147,31,0.041039,26
926,0.451182,29996.114945,150,0.144299,40
6496,0.40767,2215.319151,61,0.060671,40
954,0.408026,3273.844822,71,0.066742,40
5423,0.428506,731.344599,46,0.085175,39
1978,0.410868,1829.639425,45,0.051603,34
1776,0.39032,13347.295032,20,0.027565,18
6049,0.406658,290.77378,18,0.038516,18
311,0.412576,1549.788748,66,0.067904,40
2625,0.413279,1675.436315,16,0.039592,14
5237,0.408637,2192.58702,32,0.038488,26
5641,0.402805,359.205501,15,0.031608,15
4407,0.422888,6414.229717,52,0.064726,35
2676,0.341861,2230.502958,24,0.010431,18
4287,0.41859,1414.084247,39,0.047885,32
2213,0.416381,3891.100918,60,0.056751,37
482,0.406456,1517.732458,22,0.038984,21
1522,0.361788,40.695622,15,0.017157,15
6065,0.420202,167.471317,22,0.054517,22
1141,0.363535,1183.867872,19,0.013788,14
4125,0.399536,370.688833,22,0.035628,21
3854,0.41707,2493.541493,60,0.067524,37
5025,0.399756,1105.783154,32,0.037445,24
5945,0.387639,1961.102803,39,0.036387,28
378,0.409097,1040.333255,39,0.049616,32
3454,0.375394,1071.854048,46,0.031129,33
3788,0.427694,4126.71937,62,0.083006,38
4241,0.435401,4268.747693,34,0.063533,27
6473,0.398564,2665.219035,59,0.05255,37
5259,0.42789,8947.641059,32,0.053613,24
184,0.436243,1562.729769,46,0.071498,36
3806,0.407594,304.934326,31,0.054123,30
2014,0.348187,17.751639,6,0.006832,6
4245,0.414903,3442.402616,34,0.037607,23
3073,0.410584,5316.499575,64,0.054565,33
5456,0.394886,70.394277,15,0.029928,15
3265,0.453117,13247.27931,80,0.122087,40
461,0.464298,41027.168228,161,0.157091,40
777,0.400906,1095.639875,32,0.039233,25
1290,0.391159,463.461889,10,0.025712,9
3462,0.435401,4095.478828,61,0.096378,40
5461,0.446353,27492.76422,100,0.092084,37
4891,0.397789,296.602965,11,0.029217,10
6009,0.368777,1791.469976,43,0.025852,28
1365,0.393132,4753.875721,7,0.018533,5
585,0.346547,291.924902,14,0.008411,12
2717,0.396512,10306.857363,68,0.039222,32
3021,0.356936,1484.410173,25,0.012115,18
5526,0.331679,35.783534,5,0.003497,5
395,0.414588,3028.343734,41,0.042033,28
2252,0.409352,2166.613016,43,0.050801,32
2454,0.411074,8717.165987,62,0.038887,31
2426,0.380786,711.726564,32,0.029537,26
2836,0.349245,0,2,0.005583,2
662,0.344179,359.767138,25,0.010299,21
832,0.341575,471.311997,14,0.00583,11
5183,0.344995,122.42359,14,0.009536,13
5633,0.401348,6171.221017,39,0.030418,25
2936,0.345796,342.38973,20,0.009004,17
6338,0.41185,1559.722945,32,0.034372,25
301,0.345851,726.799468,34,0.014295,23
1526,0.395506,6087.619176,68,0.046768,32
1828,0.35907,33.867131,7,0.009243,7
3070,0.425582,11670.542224,57,0.066924,33
2358,0.351816,360.493355,15,0.010355,14
4459,0.414221,3395.837236,54,0.051977,32
2067,0.349637,73.360262,8,0.00686,8
4938,0.393841,2228.969417,32,0.031439,22
4836,0.428899,5529.563951,72,0.076727,36
3095,0.396368,1568.809814,29,0.026954,23
1445,0.327155,143.070088,10,0.003232,10
5952,0.4215,3811.452243,54,0.055248,31
2989,0.444475,9797.619906,128,0.127268,40
3639,0.419018,3326.447465,51,0.05036,34
4734,0.372957,2417.420737,40,0.021228,25
5299,0.331998,52.414294,6,0.003211,6
1178,0.347706,1385.629396,45,0.017161,27
2948,0.367226,289.642827,4,0.00845,4
170,0.339521,36.784941,5,0.004845,5
932,0.356956,170.953085,9,0.010053,9
1838,0.403276,2605.604474,46,0.044903,31
4371,0.35504,3417.935314,42,0.015241,25
616,0.38757,3249.455553,53,0.036243,31
5917,0.321864,36.377314,6,0.002387,5
5967,0.375825,4262.530442,54,0.02563,27
2587,0.388099,9834.15692,38,0.0316,26
5552,0.381385,1201.310503,36,0.034417,28
5151,0.430365,4281.671172,45,0.065513,34
3655,0.366691,324.220903,11,0.01148,11
3217,0.351495,6817.449355,19,0.011302,16
5367,0.427304,3864.602943,32,0.055422,22
2435,0.451649,3222.029407,64,0.116553,40
1411,0.412187,3632.999312,52,0.041017,30
942,0.318668,82.732418,6,0.002072,6
4040,0.415984,5453.301041,78,0.063763,35
4514,0.304247,4.532884,3,0.000899,3
6321,0.372957,1397.662073,21,0.015775,18
5717,0.416275,351.421134,16,0.043009,16
96,0.409608,313.04725,11,0.030731,11
3152,0.384385,2249.734741,34,0.026769,22
97,0.315338,28.53859,5,0.001517,5
2024,0.420877,23886.719949,73,0.060984,32
408,0.40925,2929.890306,19,0.030259,14
11,0.40125,1100.892318,23,0.032135,20
6374,0.442373,5270.080442,91,0.099418,40
3425,0.346638,4683.744936,56,0.016182,23
927,0.371665,268.964131,17,0.014766,16
6073,0.392495,2423.6366,54,0.035817,30
4288,0.382879,1437.015598,28,0.022843,21
5850,0.358893,993.39504,26,0.013092,20
1045,0.346089,430.130552,12,0.006641,10
5707,0.41268,4311.954962,52,0.044066,31
99,0.358264,2585.274765,79,0.043087,35
5102,0.389646,409.857932,17,0.02243,15
1957,0.376365,45.092076,12,0.022264,12
3565,0.398952,929.52029,17,0.03391,16
6273,0.429236,13843.622902,76,0.064802,35
5826,0.420175,671.563493,26,0.052567,23
1717,0.403724,501.984287,11,0.029397,10
5731,0.360037,78.983069,7,0.008908,7
2042,0.42297,9103.99202,51,0.079806,35
4356,0.433872,398.446542,29,0.075135,28
2812,0.424864,8617.119695,77,0.062292,34
2567,0.373254,24.41519,7,0.015983,7
4588,0.395817,149.120714,15,0.028353,15
4589,0.380742,781.421539,8,0.01334,8
3289,0.432497,1651.081946,29,0.065494,25
4033,0.399707,1595.055005,26,0.02808,23
4585,0.427611,8244.032734,52,0.074571,36
4598,0.381607,1611.482847,20,0.02101,18
2746,0.465751,32419.775542,146,0.180745,40
6160,0.41141,421.231346,25,0.051526,24
4282,0.379155,1516.863608,9,0.015531,8
4184,0.422397,954.669224,23,0.055471,22
1738,0.367845,139.301531,9,0.011715,9
2749,0.397451,25.616374,7,0.026095,7
673,0.431584,6242.390074,60,0.092726,39
224,0.411669,315.731533,20,0.045375,19
2903,0.413671,168.751525,15,0.034328,15
177,0.430054,6383.826559,56,0.065642,33
4906,0.400783,2381.408877,30,0.03541,22
6189,0.421256,1889.363681,34,0.051012,27
4382,0.414483,350.806633,24,0.048629,24
5169,0.414352,3334.757197,32,0.033859,25
6082,0.389252,282.958284,17,0.030669,15
5667,0.333843,48.014706,5,0.004479,5
6257,0.431471,8695.797876,80,0.083353,38
4194,0.399878,122.528651,11,0.032535,11
6543,0.383754,102.407626,14,0.029282,14
1046,0.403053,237.648964,12,0.028776,12
3016,0.442373,1717.5163,41,0.091359,34
947,0.325771,12.998359,5,0.002672,5
994,0.426608,5287.24035,49,0.059156,30
2981,0.376712,2415.212152,43,0.024239,27
4766,0.309116,0.683407,3,0.000906,3
2142,0.432069,19096.779902,92,0.071069,35
5995,0.346822,637.024314,30,0.01262,23
3787,0.341486,505.47028,21,0.008707,16
3120,0.353278,1207.793017,30,0.014235,22
1982,0.337944,228.681479,11,0.004692,11
1007,0.408408,3535.954153,38,0.036354,26
4218,0.358932,2889.270117,37,0.015364,21
2722,0.430591,3377.531239,39,0.062972,30
2784,0.339152,521.822915,16,0.006094,13
6177,0.36394,1785.53613,28,0.016665,23
5541,0.40345,2228.148966,14,0.028601,13
2166,0.37643,1215.642428,33,0.020968,25
5083,0.329791,166.030632,10,0.003954,9
4900,0.371455,5522.199181,72,0.035405,32
3591,0.391674,4344.735862,40,0.033624,29
3486,0.32506,157.913309,8,0.002811,8
6025,0.378935,788.165731,20,0.016483,17
432,0.406759,993.405149,33,0.038786,26
6256,0.371034,2988.066975,58,0.029426,30
4673,0.441835,2560.796877,58,0.091671,40
101,0.369776,614.61583,13,0.011636,12
1539,0.390389,848.979053,14,0.02095,12
3644,0.340598,521.886811,29,0.009979,23
1647,0.354329,731.427751,24,0.011355,19
4545,0.389414,6236.389986,72,0.041314,35
102,0.420228,1255.647241,32,0.054447,28
5598,0.382164,78.461636,10,0.021153,10
3182,0.415113,15325.496249,110,0.065044,35
3261,0.3373,241.71378,16,0.006658,14
5174,0.408153,11073.479607,102,0.060241,35
103,0.340971,264.825713,25,0.011863,21
2269,0.407721,715.415914,35,0.043312,31
774,0.367721,2639.23859,80,0.04265,35
4856,0.430082,3215.536785,28,0.053109,23
2076,0.429546,6610.103191,47,0.075603,33
2465,0.414483,4651.048693,47,0.0485,30
2859,0.339081,128.843087,8,0.00546,8
1135,0.431727,46773.580036,110,0.078855,37
1922,0.362308,1226.996915,17,0.010586,12
5909,0.33564,291.205502,14,0.004953,12
249,0.440854,3032.059947,60,0.095421,40
785,0.399609,1269.716711,13,0.030317,12
4528,0.429011,692.713886,18,0.054387,17
143,0.322991,107.104416,12,0.002962,11
4028,0.341807,751.209238,19,0.007168,12
105,0.345924,18.276978,5,0.008617,5
2852,0.376473,5858.763276,24,0.018949,18
106,0.345906,111.489569,15,0.009137,15
5648,0.450034,7081.798945,68,0.10501,36
5737,0.412135,12221.379709,118,0.070751,37
4270,0.347263,1843.938193,33,0.011277,17
6544,0.431272,7035.757509,70,0.080026,37
3758,0.41699,5587.738646,27,0.042786,20
5126,0.412239,9561.222997,68,0.045046,30
107,0.400416,22.366173,13,0.038889,13
2556,0.351024,59.955871,10,0.008356,10
2904,0.431926,6381.042359,31,0.059827,27
6221,0.397137,10818.501373,43,0.030061,24
3067,0.335933,103.032228,11,0.004738,11
3600,0.335073,126.047107,14,0.006884,13
1152,0.408255,8335.272728,49,0.048112,33
534,0.335228,237.337082,15,0.005823,13
6548,0.424423,5013.477536,48,0.059235,30
5433,0.43572,11733.189352,61,0.075813,35
109,0.322038,366.152367,3,0.002778,3
2765,0.307808,36.122622,3,0.000941,3
6012,0.388628,2241.522391,20,0.017874,18
3132,0.344052,943.589178,24,0.00913,21
6149,0.37977,1006.311676,53,0.038043,37
2713,0.390739,444.816087,17,0.021724,17
6494,0.370153,837.568255,41,0.024533,28
4924,0.303036,16.546367,11,0.003094,11
445,0.258222,0,1,0.000192,1
1562,0.39922,455.883812,13,0.029395,12
1937,0.420985,5986.759842,46,0.051285,30
111,0.367927,454.113653,10,0.011129,8
490,0.326404,894.105586,10,0.003423,7
1542,0.396416,135.965288,7,0.023105,7
4878,0.376603,3037.660214,30,0.018406,21
3050,0.418858,7624.228484,31,0.040906,23
795,0.337178,93.383391,9,0.005237,9
1869,0.425748,2337.826455,45,0.057088,31
154,0.426302,1325.980669,19,0.049207,17
2410,0.28823,1.491935,2,0.000495,2
113,0.432211,937.916748,36,0.060541,31
567,0.384002,10972.255549,85,0.035485,32
4121,0.434939,3798.095802,48,0.066902,32
1077,0.428058,2753.690758,45,0.052215,31
115,0.398976,1621.724175,22,0.028526,18
2709,0.371919,960.829682,26,0.017981,19
3473,0.377059,2208.530432,30,0.020016,20
2618,0.373552,153.460816,10,0.016975,10
6444,0.341113,412.501443,24,0.01132,20
5770,0.390064,879.056193,20,0.027623,18
1907,0.443091,3630.598203,40,0.083404,31
4175,0.335348,7022.330998,20,0.006066,15
284,0.335125,166.066099,14,0.005998,13
116,0.367473,53.898216,7,0.010447,7
4988,0.404222,249.071002,12,0.02988,11
2327,0.401176,1689.667294,31,0.030522,22
117,0.354214,67.824988,3,0.006343,3
2300,0.355078,278.531819,10,0.008933,9
1986,0.448555,3666.625984,53,0.106058,38
817,0.414693,5021.219739,52,0.047816,30
1916,0.438404,16652.297935,126,0.096777,38
3975,0.34865,103.802483,13,0.010047,12
1222,0.430789,13498.281906,60,0.051484,31
4312,0.376647,1314.627657,27,0.015881,21
3879,0.387226,2758.852703,47,0.029153,29
1874,0.357209,346.90584,14,0.008904,13
5943,0.388952,3533.494805,56,0.03368,32
5425,0.409404,6434.714666,47,0.047018,30
1836,0.431215,3250.580262,38,0.072805,32
3850,0.384115,1316.311937,17,0.024901,14
2218,0.335984,171.603396,17,0.007005,16
4308,0.35905,351.758444,14,0.011329,13
4903,0.410327,12215.572079,85,0.056484,35
2738,0.391159,1649.503008,24,0.030588,20
5307,0.387204,89.385268,10,0.018052,10
5921,0.382164,1904.56901,46,0.032248,29
119,0.437233,6660.723255,135,0.133952,40
746,0.406759,1235.26111,46,0.05296,33
1328,0.436097,3703.813797,53,0.081234,35
5471,0.399927,1264.9029,63,0.064456,38
4271,0.384633,523.50094,28,0.033494,26
6515,0.393321,688.603257,23,0.033242,19
3359,0.425388,6847.407527,85,0.086389,40
141,0.414483,1080.045556,34,0.046627,27
1344,0.419663,3748.660921,51,0.063735,34
4555,0.455798,29691.911224,232,0.184362,40
1442,0.415482,647.456445,29,0.050155,26
2427,0.402508,726.315691,14,0.031247,13
2794,0.422943,2622.289821,84,0.081715,40
4100,0.42237,5161.550466,49,0.05137,29
1251,0.384927,1046.977327,35,0.03195,25
4477,0.416937,1413.16114,20,0.042177,19
553,0.438727,4271.101478,42,0.074615,32
1367,0.409045,528.558229,40,0.055455,35
1666,0.382566,193.558434,36,0.041238,31
1160,0.423874,2002.269119,61,0.073007,37
3224,0.444716,5111.386772,61,0.109151,38
3791,0.402557,1117.285807,30,0.03844,27
2517,0.454596,3602.091142,66,0.125532,40
1659,0.427583,685.127792,46,0.089842,40
3658,0.388007,686.688269,15,0.022262,14
3945,0.387593,245.540729,37,0.042524,32
2730,0.389252,491.138367,25,0.029934,22
2913,0.36704,189.053878,11,0.013032,11
6398,0.394315,406.366226,27,0.02917,26
5523,0.388467,54.335103,18,0.030239,18
